first_author	polarization	average_rating	ratings
Dick Riley	0.9495746717342164	4.23	10356
Dick Winters	0.8703283389008343	4.24	9712
Dietrich Bonhoeffer	0.8382942109109818	4.328856828496768	36355
Dinah Bucholz	1.1098262004130257	4.1	10643
Django Wexler	0.9035960232236045	4.04	9926
Dodie Smith	1.005045253677615	4.03622663704091	84161
Dolen Perkins-Valdez	0.9681824512388973	3.68	12250
Dominic Smith	1.1093968998043646	3.83	12029
Don    Wood	0.9085674497063535	4.31	30926
Don DeLillo	1.109889758535452	3.763226332709563	104205
Don Ferguson	0.7563004974399796	4.49	19553
Don Freeman	0.9234556028083889	4.282271436601854	208137
Don Piper	1.1546535497015156	3.9099999999999997	67937
Don Richardson	0.8702156245463295	4.31	8832
Don Winslow	0.8925327485502074	4.1515310528063765	30110
Donald A. Norman	0.8773836805864164	4.18	11838
Donald Crews	1.0854746258501708	4.04	13380
Donald Hall	1.103916841717125	4.03	12019
Donald J. Sobol	1.0172820048224043	4.03	30283
Donald J. Trump	1.2782307552123193	3.66	8768
Donald McCaig	1.2416188344184251	3.7	12299
Donald Miller	1.0840824962008317	3.9609377594739112	120436
Donald Ray Pollock	0.9405189442799536	4.09	9620
Donna Leon	0.9197182974760011	3.81	11705
Donna Mabry	1.0018744708387486	4.05	28316
Donna Russo Morin	1.292617881182088	3.81	8250
Donna Tartt	1.132666748939934	3.9052285912892435	594139
Donna VanLiere	0.9686478592954519	4.22	29216
Donna Woolfolk Cross	0.971309186246661	4.06	51385
Doreen Cronin	0.9736595233561592	4.213799881303535	112893
Dorie Greenspan	1.0370546119378106	4.18	11662
Doris Kearns Goodwin	0.9471636266372683	4.270898493299165	139311
Doris Lessing	1.2245096097525603	3.75	13790
Dorothea Benton Frank	1.0375078819368262	3.7456316000918273	34848
Dorothy Allison	0.9444080972180063	4.09	27358
Dorothy Gilman	0.903263237814325	4.14	15666
Dorothy Koomson	1.013006802492163	4.02	14811
Dorothy Kunhardt	1.1210091969214084	4.06	19187
Dorothy L. Sayers	0.9355712452186142	4.088798799648955	105969
Dot Hutchison	1.01758161004222	4.07	53568
Doug Moench	1.0311101314864461	4.08	18298
Doug Stanton	0.8573322075633124	4.25	12406
Douglas Adams	0.9437708458011816	4.192482923619112	1821961
Douglas Coupland	1.0527370191670031	3.7398019440109054	101234
Douglas E. Richards	1.1218633516373744	3.7400000000000007	6295
Douglas Preston	0.9320002491532814	4.022340708375942	430280
Douglas R. Hofstadter	0.930491221948917	4.3	31616
Dr. Seuss	0.9544177732946445	4.241647596532406	2124701
Drew Barrymore	1.1052820555729095	3.56	12855
Drew Daywalt	0.8279925087695952	4.41	29759
Drew Karpyshyn	0.8747116458708285	4.215600862334463	32470
Durjoy Datta	1.3927373228290407	3.21	6671
Dylan Thomas	0.8979698146398826	4.2	13188
E. Lockhart	1.1316429184842576	3.8221620015146534	331429
E. Nesbit	1.036002560524698	3.9555352648522097	51255
E.B. White	0.9957679883174511	4.126112517557562	1206745
E.C. Diskin	0.9952652184238954	3.92	10020
E.D. Baker	1.1335571041437182	3.81	22176
E.E. Cummings	0.8707989389674526	4.309315472768388	52182
E.H. Gombrich	1.325499435040295	3.8429487009045977	173005
E.L. Doctorow	1.0179700047965277	3.88	26815
E.L. James	1.4133979694020486	3.768419343262525	2438265
E.L. Konigsburg	1.0043421187276667	4.061933990895296	171340
E.L. Montes	1.062709119335647	3.96	17627
E.M. Forster	1.040513271567608	3.8753500817865016	224976
Eben Alexander	1.2143008998536082	3.68	37150
Eckhart Tolle	1.0939755949742067	4.082882474501699	240016
Ed Brubaker	0.9824968358511662	4.09	16933
Ed Catmull	0.9086626472529215	4.24	25488
Ed Emberley	0.9988289192687516	4.21	14322
Ed Young	1.0305762529987197	4.03	14340
Edan Lepucki	1.1166713639094021	3.22	14870
Edgar Allan Poe	0.8931217102547298	4.212160429891533	764658
Edgar Rice Burroughs	1.0349189562411676	3.839134715594317	72924
Edie Claire	1.1063849188526178	3.77	9327
Edith Hahn Beer	0.8822383671433395	4.14	22207
Edith Hamilton	1.0005316070182297	3.98	30804
Edith Pattou	0.9789575454380437	4.14	30596
Edith Wharton	1.1411801218462292	3.7483871509788	249949
Edmond Rostand	1.0041337161025217	4.05	54607
Edmund de Waal	1.2208689767699121	3.85	21885
Edmund Morris	0.9661873075416455	4.18398212296967	69139
Edmund Spenser	1.219595429086437	3.55	13239
Edward Abbey	0.9482771637550054	4.169768248681654	43236
Edward Albee	1.0074012979921838	4.09	45045
Edward Bloor	1.2532220068096187	3.61	23053
Edward Eager	1.0302421802287371	3.94	28580
Edward Gibbon	1.0576624641683103	3.96	8182
Edward Gorey	1.0905187014252928	4.16438112010202	65869
Edward M. Kennedy	0.9835307000879946	3.9899999999999998	10111
Edward P. Jones	1.0968821580942512	3.82	26550
Edward Rutherfurd	0.9724325671330258	4.059981182308582	71741
Edward Said	0.9675451034819459	4.07	10458
Edwidge Danticat	1.0119284134648725	3.86	22123
Edwin A. Abbott	1.0813248969397444	3.81	31377
Eiichirō Oda	0.832770660902117	4.443482010385757	75488
Eiji Yoshikawa	0.7605881361414073	4.43	9574
Eileen Christelow	1.070377319339973	4.09	24781
Elaine N. Aron	1.1292003344438184	3.87	19447
Elaine Pagels	1.0230702144867139	3.9300000000000006	11216
Eldridge Cleaver	1.0686223382268452	3.9499999999999997	10123
Eleanor Brown	1.0456512155996687	3.36	35752
Eleanor Catton	1.1930536900693265	3.6999999999999997	40727
Eleanor Coerr	0.9495839275020496	4.09	14578
Eleanor Estes	1.0184308085191722	4.07	26136
Eleanor H. Porter	1.0803176445472369	3.95	56529
Elena Ferrante	0.896287325434034	4.139721385177026	144357
Elie Wiesel	0.8687381138447584	4.3	691231
Elif Shafak	1.0437832490028547	4.060870338195483	49498
Elin Hilderbrand	0.9813953514753158	3.7854171379565327	296173
Elisabeth Egan	1.0029378000067133	3.53	8544
Elisabeth Elliot	0.9092565117663478	4.275339128710253	30254
Elisabeth Kübler-Ross	0.9202115824577061	4.15	17937
Elisabeth Naughton	0.9802171479142315	3.98	12572
Elissa Wall	0.9750624464111697	3.89	19468
Eliyahu M. Goldratt	1.0630189709885345	4	34837
Elizabeth   Hunter	1.016000987195056	4.05	13646
Elizabeth  George	0.9073385982045187	4.063592640753496	56908
Elizabeth  Hall	1.240232958922197	3.34	14295
Elizabeth  Smart	1.1555403885138533	3.77	23294
Elizabeth Bard	1.0767197504313826	3.67	11458
Elizabeth Berg	0.9885683428848474	3.727745393525684	61381
Elizabeth Bishop	0.9828971499037585	4.19	9629
Elizabeth Chandler	1.1003782185175897	4.08	21813
Elizabeth Eulberg	1.0999446161974284	3.8642760929342845	50186
Elizabeth Flock	1.0410910904027406	3.9	16975
Elizabeth Gaskell	1.0054360064558867	4.043884137094328	164850
Elizabeth George	0.922194161767425	4.29	16200
Elizabeth George Speare	1.0520490547854053	3.936765118855264	141727
Elizabeth Gilbert	1.3378279882160442	3.53968980981831	1347238
Elizabeth Haydon	1.1112105795178557	3.95	16329
Elizabeth Haynes	0.9387812973231991	4.1	20725
Elizabeth Kolbert	0.9443088839107676	4.09	21113
Elizabeth Kostova	1.1914058956492	3.7437424253759253	213872
Elizabeth Little	1.1370530431365315	3.4400000000000004	10004
Elizabeth Norris	1.1725463405801377	3.84	16361
Elizabeth Peters	1.0181665627632723	4.02	44395
Elizabeth Reyes	1.100816038263126	3.88	18346
Elizabeth Ross	0.9729302837780409	4.26	14779
Elizabeth Scott	1.1683215659389883	3.766752659078186	42872
Elizabeth Strout	1.0851357959021741	3.6533619289010204	184644
Elizabeth Wein	1.0375699849098894	4.089849268186121	68665
Elizabeth Winthrop	1.0131770213570062	3.96	14611
Elizabeth Wurtzel	1.2082898503351165	3.57	44408
Ella Carey	1.0685781037200763	3.9	10440
Elle Casey	0.9609755794788023	4.07	14739
Elle Kennedy	0.8672801383142181	4.2363369681980565	160116
Ellen DeGeneres	1.2132078901493697	3.72	74358
Ellen Hopkins	0.9436103867076648	4.2551606134059865	399344
Ellen Levine	0.747179881040035	4.46	11204
Ellen Marie Wiseman	1.0305982320353566	3.9031885903476375	31412
Ellen Raskin	1.0539202685749394	4.03	117108
Ellen Schreiber	1.1817181924854276	3.952328817715039	194953
Ellen Stoll Walsh	0.9924004483570955	4.15	12839
Ellis Avery	1.3009502176630618	3.77	13280
Ellis Peters	0.9615555262588271	3.99	23590
Elly Griffiths	0.9273212171821266	3.8699999999999997	12427
Elmore Leonard	0.9212117020263086	3.95	15747
Eloisa James	0.9530112354177945	4.06	16245
Else Holmelund Minarik	0.9374551537424083	4.248350654897494	70240
Elyn R. Saks	0.9001696652921356	4.22	7533
Emerson Eggerichs	1.0093553351132696	4.17	32858
Emery Lord	1.0749887446421793	3.91	5017
Émile Zola	1.0487006424897005	3.9543028710203267	30059
Emily Bleeker	1.1101145838338289	3.818581545829724	58881
Emily Brontë	1.2199470531670185	3.82	899195
Emily Carroll	1.1598628666331914	3.92	32781
Emily Dickinson	0.9668504544308999	4.199399445722652	76496
Emily Giffin	1.0958339162144157	3.7783488263418477	1035736
Emily M. Danforth	1.0521880877245093	3.99	16235
Emily Murdoch	0.9425222808498096	4.06	13683
Emily Seife	0.8776209101086785	4.4	67264
Emily Snow	1.0539452841025367	3.94	33961
Emily St. John Mandel	0.9856744863075213	4.02	160466
Emma Chase	1.0159187444389697	4.059889319643847	117365
Emma Cline	1.0637730263164746	3.49	76761
Emma Donoghue	1.002648620109947	3.9790203242265347	566024
Emma Healey	1.045980074778396	3.7000000000000006	26931
Emma McLaughlin	1.178015050468666	3.4000000000000004	323762
Emma Straub	1.008444266824949	3.2382601081717732	64527
Emmuska Orczy	0.9906925758756364	4.06	93217
Emmy Laybourne	1.0780197111195071	3.8900000000000006	17360
Enid Bagnold	1.0075340983622632	4.09	22682
Enid Blyton	0.9470295056930742	4.167787658596582	123584
Eoin Colfer	1.0625563773733664	3.932923958238948	993270
Eowyn Ivey	0.9584494210762151	3.9500000000000006	72328
Eric    Weiner	1.007673788748714	3.8299999999999996	23023
Eric Berne	1.1038750305013159	3.81	17035
Eric Blehm	0.695513210055146	4.53	7793
Eric Carle	0.9670642176101257	4.2522337398625645	403825
Eric Clapton	1.0516216497710935	3.81	16369
Eric Hill	1.0870353761224543	4.05	13105
Eric Jerome Dickey	0.9071290340748244	4.21	8944
Eric Knight	1.00436800803268	4.16	19100
Eric Litwin	0.8368772912600138	4.41	19122
Eric Metaxas	0.9878113946308779	4.23	35611
Eric Ries	1.0565860858226244	4.04	86284
Eric S. Nylund	0.8941034124068423	4.186108349900596	32192
Eric Schlosser	1.1232174614609043	3.7299999999999995	179347
Eric Schmidt	0.9793171850178319	4.03	11703
Eric Shanower	1.0513565160852214	4.08	24529
Eric Van Lustbader	1.013410229089985	3.946307319780053	39646
Eric Wilson	0.7582064227975099	4.47	37258
Éric-Emmanuel Schmitt	0.9644311238841312	4.2	9928
Erica Bauermeister	1.0456540241928265	3.78	16853
Erica Jong	1.1850617611877299	3.44	13061
Erica Stevens	1.038629501015545	4.06	12468
Erich Fromm	1.0684664233873309	4.01	29048
Erich Maria Remarque	1.076583352835191	3.969076466842536	274825
Erich Segal	1.1578243716958625	3.686318275310429	52508
Erik Larson	0.9902867967657059	3.9448178102135283	535760
Erika Johansen	0.9484253449083145	4.067360992621196	66813
Erika Swyler	1.0160355563904704	3.59	17345
Erin Gruwell	0.9994359399455782	4.09	10567
Erin Hunter	0.863955563490193	4.343040445385848	349360
Erin Morgenstern	1.0682264450559287	4.03	429543
Erin Watt	1.0538061476059741	4.071100391384077	73074
Erlend Loe	1.0505841902563795	3.8900000000000006	8642
Erma Bombeck	0.9452262411102433	4.07	10861
Ernest Cline	0.9032694254368747	4.2074273688533	399381
Ernest Hemingway	1.1354331570382514	3.8202971355311464	1360322
Ernest J. Gaines	1.0134198494506559	3.9299999999999997	40651
Ernesto Che Guevara	1.0035825081497747	3.79	18964
Erskine Caldwell	1.1387769870304583	3.73	10959
Esi Edugyan	1.021650672421789	3.63	8911
Esphyr Slobodkina	1.0298555435236505	4.12	72504
Esther Earl	1.008467408473722	4.19	12887
Esther Forbes	1.196369496081563	3.6199999999999997	30157
Esther Hicks	1.0142001655081625	4.182205711031144	38627
Eugene B. Sledge	0.7937450104888993	4.4	16952
Eugene Bradley Coco	0.9177940920270308	4.322143491781431	49522
Eugene O'Neill	1.0164245307706339	4.07	27215
Euripides	1.0708842129554352	3.8299999999999996	40237
Eva Ibbotson	1.0743913611598408	3.88	14422
Evan Wright	0.8216379695659389	4.25	11680
Eve Ensler	1.0864810432352947	3.8599999999999994	17935
Evelyn Waugh	1.0290303781966914	3.9617728883428605	98489
Ezra Jack Keats	1.0523055334691174	4.13	81914
F. Paul Wilson	1.020101062486619	3.98	13211
F. Scott Fitzgerald	1.1238452449733467	3.8816850313512106	2871181
Fábio Moon	0.9022922632271446	4.31	17679
Faith Hunter	0.9717775212564894	4.049342598720495	54396
Fannie Flagg	0.8894777243645301	4.135343110324011	309434
Fareed Zakaria	0.9523439078796326	3.8600000000000003	8753
Farley Mowat	0.9145269197921521	4.19	17045
Faye Perozich	0.9626890266377557	4.145093803504426	82353
Federico García Lorca	1.079796052988333	3.77	9611
Felicia Day	0.9829445766229408	4.14	28276
Felix Salten	1.0613646868441848	4.1	28655
Fernando Pessoa	0.735489577512303	4.5	9115
Fiona Barton	1.0193880355257938	3.49	36504
Fiona Carnarvon	1.0340416108067425	3.61	12235
Firoozeh Dumas	1.0186735933296474	3.7599999999999993	10008
Fisher Amelie	0.950190327536737	4.25	10427
Flann O'Brien	1.0750892327191006	4.02	10352
Flannery O'Connor	0.8932001924711259	4.233063679880154	85443
Flora Rheta Schreiber	1.0098631238615576	3.99	72493
Ford Madox Ford	1.171597468579408	3.72	14471
Forrest Carter	1.0132101569281526	4.09	10632
Foundation for Inner Peace	1.0765521601824066	4.17	17015
Founding Fathers	0.763244618819343	4.494555160142349	30910
Frances Hodgson Burnett	0.952932337820817	4.134143045116974	851941
Frances Mayes	1.1714598782801426	3.7207428707371824	290037
Francine Rivers	0.7998728618928953	4.398951864633351	430889
Francis A. Schaeffer	0.9885811071517017	4.16	9124
Francis Chan	1.0119411573978316	4.154054724689831	133395
Francisco X. Stork	1.018909120997572	3.95	14651
François Lelord	1.1537067467551652	3.47	8084
François Rabelais	1.2462742784265624	3.7099999999999995	10379
Frank B. Gilbreth Jr.	0.9946963870179011	3.99	26266
Frank Beddor	1.052251243018977	3.906319700331834	49121
Frank Bettger	0.9579074917681442	4.25	9438
Frank De Felitta	1.088388686532141	3.8599999999999994	17688
Frank E. Peretti	1.020470431558931	4.093890848227629	200748
Frank Herbert	1.0076193706755439	4.088231090702714	814044
Frank McCourt	0.9937300763537378	4.015751645439313	456565
Frank Miller	0.9769126842712625	4.172227940708696	471570
Frank W. Abagnale	0.9418236584851668	4.05	32048
Frank Warren	1.1621247878401502	4.01	58841
Franklin Foer	1.06148207111878	3.76	9231
Frantz Fanon	0.9610277472366855	4.16	11142
Franz Kafka	1.1004431218091772	3.8666918626614826	606181
Fred Gipson	1.022351070992297	4.06	69815
Frederick Douglass	1.0881124703657534	3.97	55576
Frederick Forsyth	0.871402150763279	4.111224854808039	194570
Frederick Franck	1.2284568388267012	3.92	14748
Frederik Pohl	0.9527227352780618	4.07	29685
Fredrik Backman	0.8694586403557185	4.2622764859402285	254805
Frida Kahlo	1.3159305232833822	3.88	25038
Friedrich A. Hayek	0.9813609722096377	4.18	11306
Friedrich Nietzsche	1.0256904477194355	4.052908782433731	142637
Fritjof Capra	1.0628183637375062	3.96	12576
Fuyumi Soryo	1.1022405137143676	4.13	14044
Fyodor Dostoyevsky	0.9590400012696966	4.192995562677837	756312
G. Norman Lippert	1.2253873797568422	3.7800000000000002	21310
G. Willow Wilson	0.9976649354553762	4.093035133975105	81545
G.A. Aiken	1.1105489030431883	3.96	18622
G.K. Chesterton	1.0071407251126636	4.04436452045607	35784
G.P. Ching	1.2220655916800394	3.71	7328
Gabriel García Márquez	1.1363948136909896	3.960358348693208	941848
Gabrielle Hamilton	1.072050097355714	3.71	24531
Gabrielle Zevin	1.0061036267687742	3.921475372552417	184672
Gail Carriger	0.975163149851645	3.967314224318803	216861
Gail Carson Levine	1.0631353350158728	3.9636677571710397	445054
Gail McHugh	0.9370274357484518	4.2582861305892	87848
Gail Tsukiyama	0.9238301652328985	4.042853690464203	29793
Garr Reynolds	1.0102194842700463	4.08	10896
Garth Ennis	0.9239222759529797	4.260072037924755	188373
Garth Nix	0.9423832355958766	4.127138770401157	411435
Garth Risk Hallberg	1.2332349354753336	3.42	8553
Garth Stein	0.9493609010012483	4.19	327409
Gary Brandner	1.0845261558381774	3.92	10414
Gary Chapman	0.9265143936261044	4.228889059907992	175419
Gary D. Schmidt	1.0020363430654116	4.12170172795053	51101
Gary Ezzo	1.3298595428447972	3.5799999999999996	5939
Gary Jennings	1.0036664929401231	4.19	12422
Gary Keller	0.9630727660140525	4.17	13388
Gary Larson	0.7490862827658427	4.436416860767509	44221
Gary Paulsen	1.2116352910186294	3.704983518130057	253612
Gary Russell	0.6302733122631379	4.59	24340
Gary Shteyngart	1.1978086278665936	3.4004801023168874	40658
Gary Taubes	1.0241814079493259	4.04	11569
Gary Vaynerchuk	1.1519501329482906	3.8500000000000005	17271
Gary Zukav	1.09347682741181	3.9803423852033997	37414
Gaston Leroux	1.053221411646604	3.9700000000000006	141110
Gavin de Becker	0.9224710961419662	4.19	14609
Gavin Extence	0.9142215325933598	4.08	12573
Gavin Menzies	1.2777660507365394	3.58	10200
Gayle Forman	1.0533589341349718	3.9816699130169093	837864
Gayle Tzemach Lemmon	1.024763831321162	3.69	10365
Gemma Burgess	1.1185075713625148	3.95	12117
Gemma Halliday	1.09087010769894	3.67	11034
Gemma Malley	1.1042400032242308	3.71	16224
Gena Showalter	0.9176920900895577	4.231342937950133	372668
Gene Kim	0.8461972360233398	4.24	7311
Gene Luen Yang	0.9760959340854544	4.121149105914718	109050
Gene Stratton-Porter	0.9807674753020029	4.14	13071
Gene Wolfe	1.167864569813081	3.90107432154989	26789
Gene Zion	0.9721584387357223	4.17	44319
Geneen Roth	1.2341448314782497	3.62	10201
Genevieve Cogman	1.004490946017112	3.7299999999999995	12058
Gennifer Albin	1.1292317292161342	3.74	14101
Gennifer Choldenko	1.0305524649520308	3.83	33400
Geoff Colvin	1.002185314327957	3.96	12511
Geoff Johns	0.9762890319611178	4.06	11302
Geoffrey A. Moore	1.0520881715448935	4	14329
Geoffrey Chaucer	1.169911901878908	3.48	148480
Geoffrey Crayon	0.9973533547462741	3.93	42952
Georg Wilhelm Friedrich Hegel	1.1806595811208251	3.91	11744
George Bernard Shaw	0.984819697655263	3.9635282348822085	99965
George C. Perry	0.9204502825925622	4.29	13681
George Carlin	1.0027896821828037	4.042787929249742	44438
George Eliot	1.1446177566687128	3.807328379105087	215708
George Gordon Byron	1.0005764706359437	4.05	10630
George MacDonald	1.0079315030296796	4	21200
George Orwell	1.0497166700093326	4.015606006625158	4033413
George R. Stewart	1.0725060853458506	3.96	17200
George R.R. Martin	0.7691083077856695	4.3909735903132905	3388643
George S. Clason	0.9423367510906782	4.23	50206
George Saunders	1.0585614737061813	4.006288473666638	80867
George Selden	1.02122651494766	4.01	49987
George W. Bush	1.0938869130915707	3.77	28943
Georges Bataille	1.2083394476511833	3.71	9227
Georgette Heyer	0.9002327560438018	4.155716994382023	28480
Georgia Byng	1.1339443827744342	3.87	16311
Georgia Cates	0.9258917581438137	4.201530060926543	78291
Gerald Durrell	0.8907156639241424	4.27	20057
Gerald N. Lund	0.8383018374053048	4.282588591047973	31747
Geraldine Brooks	0.9875751023227929	3.920936511868038	310877
Gerard Way	1.0929183495307728	3.9700000000000006	17384
Gerda Weissmann Klein	0.9139950914402153	4.28	13710
Gertrude Chandler Warner	1.053422962926982	4.09	92916
Gertrude Crampton	1.0308862527276337	4.11	17186
Giada De Laurentiis	1.0991408177747057	3.975382933142908	44812
Gigi Levangie Grazer	1.170533395247565	3.51	17173
Giles Andreae	0.9013006318477182	4.28	14144
Gilles Néret	1.032874797045518	4.12	15611
Gillian Flynn	0.9949043821269616	3.956674872668632	1096352
Gilly Macmillan	0.9277901342975223	3.89	25865
Gina L. Maxwell	0.9860483100234656	3.94	21617
Gina Mayer	0.9723243951410716	4.24	17335
Giorgio Vasari	1.2876576783147688	3.78	18288
Giovanni Boccaccio	1.0632654064027314	3.86	22800
Giulia Enders	0.9061938546834555	3.99	5973
Giuseppe Tomasi di Lampedusa	1.0554410478405383	3.99	9664
Glen Cook	0.9511750739212627	4.091211014414333	66531
Glen David Gold	0.9208883356158998	4.09	10000
Glen Duncan	1.1916930747922436	3.4700000000000006	10986
Glenn Beck	1.1355428434317658	3.79	12916
Glenn Greenwald	0.9478612060183389	4.08	8366
Glennon Doyle Melton	1.0019203700950863	4.13140507859734	33080
Gloria Levine	1.0772674440684336	3.9500000000000006	14513
Gloria Naylor	0.9276848374332733	4.13	14777
Gloria Steinem	0.9323937931363759	4.08	15997
Gordon B. Hinckley	0.612648965651076	4.61	12708
Gordon Korman	1.0938530606291164	3.9571108611305705	148456
Gosho Aoyama	0.8750177026900441	4.36	12867
Grace Draven	0.9644167421274181	4.12	13105
Grace Lin	0.9264961792841431	4.24	24371
Grady Hendrix	0.9954400788566776	3.59	10313
Graeme Base	0.9316172374654388	4.28	18886
Graeme Simsion	0.937719812150421	3.965956575188792	279011
Graham Greene	0.9519161057855781	3.9398103610626576	129562
Graham Swift	1.0646258041219072	3.68	9349
Grant Morrison	1.0682105803662456	4.062712183663519	135378
Grant Naylor	0.9547318300127122	4.036356861933347	28986
Greg Bear	0.9776326585030222	3.979333803810868	49595
Greg Behrendt	1.245394997140607	3.65	49015
Greg Iles	0.9054670339505662	4.112517888747734	92097
Greg McKeown	1.0429054321992701	3.99	16137
Greg Mortenson	1.1966075550487065	3.6500298593882023	297059
Greg Pak	0.9140866064308584	4.23	8680
Greg Rucka	1.0155503772570729	4.16	11001
Gregg Hurwitz	0.918613401580146	4.08	10320
Gregory David Roberts	0.9394317491123219	4.26	95213
Gregory Maguire	1.286103142686884	3.490656760846814	681283
Gretchen Rubin	1.1623544193926396	3.5992727055286	117064
Guillermo del Toro	1.0571451709733484	3.759299269224059	103178
Günter Grass	1.1226257220652822	3.96	25332
Gustave Flaubert	1.1778629404777332	3.652972044171031	170519
Guy de Maupassant	1.023596112816832	3.8629347826086953	28704
Guy Debord	1.047070875919058	4.04	9309
Guy Delisle	0.9777359001333733	3.93	12903
Guy Gavriel Kay	0.9832443126540851	4.126788641893648	84662
Guy Kawasaki	1.1797652495962407	3.82	18466
Gwen Cooper	0.9824633032309589	4.18	9907
Gwen Hayes	1.2186604067155946	3.7800000000000002	15637
Gwyn Hyman Rubio	1.0486465926631556	3.68	34128
H. Rider Haggard	1.0249205687427807	3.8	31191
H.A. Rey	1.0232823050435131	4.15657003633961	133188
H.G. Bissinger	0.9989472988209804	4.11	35799
H.G. Wells	0.9977210159480222	3.8199913451870335	628552
H.M. Ward	1.0036099469996633	4.011647146184224	59254
H.P. Lovecraft	0.9086949765307977	4.200829972309174	132896
H.P. Mallory	1.1080828899300492	3.85	10228
H.W. Brands	1.0016667125391847	4.09	15323
H.W. Janson	1.3240890845504318	3.8000000000000003	22146
Ha Jin	1.0649144533696033	3.49	15277
Hafez	0.6147885376330946	4.63	2773
Hajime Isayama	0.8168308097598221	4.429860584953656	91597
Hampton Sides	0.9203917062106411	4.173240365829487	35317
Han Kang	1.0431037472857478	3.59	27242
Hanif Kureishi	1.026859815842296	3.72	8683
Hannah  Green	1.0467854696830765	3.85	22420
Hannah Harrington	1.0892406418923006	3.97	14867
Hannah Hurnard	0.9287875349733692	4.3	33398
Hannah Kent	0.9258330205431952	4.01	41209
Hannu Rajaniemi	1.0671315876842038	3.83	11137
Hans Christian Andersen	0.9324684492389221	4.201270727994346	147144
Hans Fallada	0.8723886102180054	4.21	6838
Hanya Yanagihara	0.9863246009613813	4.27	66782
Harlan Coben	0.9100696497674389	3.9840978043057125	630279
Harold Bloom	0.7824665535197155	4.35	27519
Harold G. Moore	0.8401092128115248	4.29	18688
Harold McGee	0.7323535743297083	4.48	10631
Harold S. Kushner	1.0553390197214227	4.02	10615
Harper Lee	0.9490799905488487	4.210942289368179	3337340
Harper Sloan	0.9284042039035343	4.200832215547909	17147
Harriet Beecher Stowe	1.1109327584147772	3.83	137858
Harriet Jacobs	0.9798205066918614	4.08	24744
Harriet Lerner	1.030371409089663	4.02	14640
Harry Allard	0.9149090204466319	4.277780858978694	103495
Harry Bernstein	0.8500640491568582	4.07	9715
Harry Gregson-Williams	0.8785861213127746	4.32	17866
Harry Harrison	0.9685196192300969	3.93	10285
Haruki Murakami	0.9649005393569473	3.9667837580417227	1163308
Harvey Karp	1.0131413720288187	3.92	13035
Haven Kimmel	1.0807624153666728	3.79	27928
Hayden Herrera	1.1573370840268293	3.94	43976
Hazel Gaynor	1.0190101605229358	3.8299999999999996	6941
Heather Brewer	1.002344182095801	4.150673437233861	93936
Heather Burch	1.1785460808255444	3.78	9175
Heather Cocks	1.0549505856873236	3.8	25312
Heather Dixon	1.1126697588707468	3.87	28950
Heather Gudenkauf	0.9648644445612207	3.9193997276376145	83712
Heather O'Neill	0.9897865309333834	3.95	14535
Héctor Tobar	0.949799470340278	3.9	6123
Heidi McLaughlin	0.9926925689685073	4.04	32853
Heidi Murkoff	1.200886148032002	3.7764600351681614	44927
Heidi W. Durrow	0.9355742588443684	3.6000000000000005	19139
Heinrich Harrer	0.9180357682813219	4.05	11283
Helen Bryan	1.0872696111819589	3.75	24532
Helen Fielding	1.1531395849716457	3.707421876377071	850991
Helen Gardner	1.2988409491979473	3.84	23738
Helen Hooven Santmyer	1.0386285654482872	4.12	10177
Helen Keller	1.0325777548674542	4.07	107313
Helen Macdonald	1.1655046762095664	3.74	30841
Helen Marion Palmer	1.0377092320623305	4.21	19536
Helen Oyeyemi	1.157452880774747	3.34	17667
Helen Simonson	0.9772155317455533	3.8579403970632957	115095
Helena Hunting	1.058390770937091	4.05	20014
Helene Hanff	0.8664202999639984	4.19	26899
Helene Wecker	0.9379797677975423	4.1	59650
Henning Mankell	0.9405897022977558	3.866733294349051	150488
Henri Charrière	0.8731418059617811	4.23	39073
Henri J.M. Nouwen	0.830979773483683	4.38	10802
Henrik Ibsen	1.080961871109913	3.716130380675835	94017
Henry Cloud	0.971672805933671	4.19	19619
Henry David Thoreau	1.1616032902822004	3.843597064564615	147031
Henry Fielding	1.1726163464138852	3.73	24718
Henry Hazlitt	0.9680102489905105	4.22	9028
Henry James	1.1375912215115227	3.601218672011894	150664
Henry Marsh	0.8731883565667896	4.22	7978
Henry Miller	1.1815380045498276	3.7393659722222226	57600
Henry T. Blackaby	0.9092479368164501	4.32	21778
Henryk Sienkiewicz	1.0050616486106054	4.13	18466
Hergé	1.019244342543615	4.027475900984113	29773
Herman Koch	1.1030701170749693	3.2404098158645214	85209
Herman Melville	1.371127665202364	3.4790701982129706	395181
Herman Parish	0.9441112593850911	4.29	12422
Herman Wouk	0.7969398270742516	4.341942341189435	84393
Hermann Hesse	1.0583865493278206	4.02454571709352	498610
Herodotus	1.089952626251817	3.97	28870
Hervé Tullet	0.7938495245981829	4.44	15315
Hester Browne	1.1366405223378473	3.74	22562
Hidekaz Himaruya	0.9348474998821206	4.35	11985
Hilary Mantel	1.1358528707584925	3.9694245466187468	145242
Hillary Jordan	0.9429573517929309	3.8906957846622654	63008
Hillary Rodham Clinton	1.1577409375129784	3.7018218076946674	32594
Hiro Fujiwara	0.8199099318147676	4.427895402323909	45871
Hiro Mashima	0.862619097047181	4.4	65477
Hiromu Arakawa	0.743274589239021	4.49	93990
