"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,41153,,
"DEU","Germany","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,41522,,
"DEU","Germany","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,41779,,
"DEU","Germany","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,41971,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,36236,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,36350,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,36018,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,35615,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,35604,"B","Break"
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,36123,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,36949,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,37763,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,38345,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,38279,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,38549,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,38598,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,38931,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,39343,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,39691,,
"DEU","Germany","YT99CEL1_ST","Civilian employment","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,40024,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,48.11709,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,48.23462,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,48.07534,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,47.88611,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,48.4271,"B","Break"
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,49.63075,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,50.29684,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,50.56105,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,50.74207,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,50.91204,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,51.01144,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,51.32276,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,51.39716,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,51.72123,,
"DEU","Germany","YT99TLPP_ST","Total labour force as % population ","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,51.84805,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,71.31673,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,71.74935,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,71.7731,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,71.75394,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,72.93507,"B","Break"
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,74.24042,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,75.52043,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,76.24338,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,76.62199,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,77.07336,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,77.33294,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,78.27211,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,78.36705,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,78.8923,,
"DEU","Germany","YT99TLP2_ST","Total labour force as % population 15-64 ","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,79.18256,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,47.83593,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,47.95872,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,47.79882,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,47.60612,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,48.1398,"B","Break"
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,49.34942,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,50.0261,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,50.2863,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,50.50344,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,50.67762,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,50.78015,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,51.08724,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,51.17705,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,51.5091,,
"DEU","Germany","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,51.64532,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,70.90001,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,71.33895,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,71.36029,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,71.33439,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,72.50237,"B","Break"
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,73.81959,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,75.11393,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,75.82907,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,76.26165,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,76.71848,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,76.9823,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,77.91292,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,78.03144,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,78.56873,,
"DEU","Germany","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,78.87295,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,44.10419,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,44.18003,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,43.68148,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,43.16865,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,43.16107,"B","Break"
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,43.80404,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,44.85789,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,45.90855,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,46.68533,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,46.73642,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,47.17494,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,48.0978,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,48.41381,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,48.806,,
"DEU","Germany","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,49.06423,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,65.369,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,65.71811,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,65.21338,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,64.68516,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,65.00401,"B","Break"
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,65.5245,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,67.3539,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,69.22767,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,70.4962,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,70.75208,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,71.51683,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,73.35373,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,73.81824,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,74.44558,,
"DEU","Germany","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,74.93109,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,100,"B","Break"
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2015","2015","PC","Percentage","0","Units",,,100,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,7.798585,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,7.881598,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,8.616446,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,9.321214,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,10.34222,"B","Break"
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,11.23698,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,10.33102,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,8.705638,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.560088,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,7.777001,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,7.09965,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.851648,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.399364,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.24782,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.997726,,
"DEU","Germany","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.638917,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",94.83974,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",95.20679,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",95.09884,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",94.77737,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",95.83533,"B","Break"
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",98.18636,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",99.38825,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",99.77449,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",99.98321,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",100.036,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",98.8053,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",99.15076,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",100.0216,,
"DEU","Germany","YG9903L1_IXOB","Total labour force, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",100.6213,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",94.71503,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",95.09338,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",94.98253,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",94.65237,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",95.70068,"B","Break"
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",98.07447,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",99.30353,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",99.6843,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",99.96626,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",100.0289,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",98.79986,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",99.1758,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",100.0651,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",100.6844,,
"DEU","Germany","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",101.1471,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",94.13754,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",94.4215,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",93.56446,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",92.53446,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",92.52155,"B","Break"
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",93.84842,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",95.95746,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",98.0665,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",99.49146,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",99.31075,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"DEU","Germany","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",100.1265,,
